CustomerID,Name,Age,Gender,Email,City,Signup_Date,Last_Login,Subscription_Type,Monthly_Charges,Total_Spend,Ratings,Satisfaction_Score,Is_Premium
CUST_0049,Robin Murphy,21.0,Other,sgomez@example.com,Paris,2024-10-15,2024-12-31 06:02:45,Basic,157.77,2736.79,4.3,5,False
CUST_0050,Marvin West,42.0,Female,allenkimberly@example.com,New York,2023-02-20,2024-10-22 08:58:43,Basic,173.08,445.7,3.6,5,False
CUST_0051,Jason Edwards,31.0,Female,sarah53@example.net,Paris,2023-01-31,2024-09-14 22:32:44,Enterprise,170.52,4676.76,3.5,7,False
CUST_0052,Brianna Estes,67.0,Male,jlevy@example.net,Sydney,2025-01-18,,Premium,78.34,3855.12,2.3,3,False
CUST_0053,Leslie Herrera,26.0,Female,zthompson@example.com,Paris,2023-12-07,,Enterprise,140.57,3323.95,4.3,6,False
CUST_0054,Robert Brown,,Male,jonathanhanson@example.net,Tokyo,2024-06-07,2024-11-14 06:27:00,Enterprise,69.44,4137.09,1.2,7,False
CUST_0055,Robert Schmidt,19.0,Male,xrivera@example.net,Tokyo,2024-03-03,2024-04-26 11:12:24,Basic,21.57,3272.85,4.5,1,True
CUST_0056,Teresa Cochran,37.0,Male,frobertson@example.org,Sydney,2023-12-20,2024-07-01 07:20:55,Basic,143.3,4847.83,3.1,2,False
CUST_0057,Shannon Tucker,,Female,samanthamcgee@example.org,New York,2024-01-01,2025-01-10 21:25:42,Premium,11.87,3598.39,2.6,4,True
CUST_0058,Kevin Keith,64.0,Male,laura66@example.com,New York,2023-11-08,2024-06-08 18:19:55,Basic,87.74,4630.83,3.0,8,True
CUST_0059,David Mercado,24.0,Male,desiree51@example.org,London,2024-08-22,2024-10-01 02:09:55,Basic,72.58,2633.95,3.7,10,False
CUST_0060,Mackenzie Benson,61.0,Female,,Sydney,2022-02-26,2024-03-23 07:03:23,Basic,141.74,673.62,1.1,6,True
CUST_0061,Thomas White,25.0,Male,,Paris,2024-10-21,2024-06-23 20:53:08,Basic,155.59,,4.5,1,False
CUST_0062,Amy Thompson MD,64.0,Female,vcoleman@example.com,Sydney,2022-06-14,2024-07-19 12:05:09,Basic,67.78,721.68,2.8,10,True
CUST_0063,Eric Rose,52.0,Male,jeremy30@example.com,London,2023-02-07,,Basic,164.21,,2.4,5,True
CUST_0064,Jessica Moore,31.0,Female,lozanorichard@example.net,Sydney,2024-06-17,2024-04-08 03:58:23,Basic,65.84,2464.22,1.6,7,False
CUST_0065,Steven Jones,34.0,Female,jacquelinewhite@example.org,Sydney,2024-08-15,2025-01-09 01:24:32,Basic,94.8,3150.62,2.8,6,False
CUST_0066,Dr. Shelby Rivera,53.0,Male,foleymary@example.net,London,2023-08-03,2024-06-19 22:27:55,Basic,148.13,149.23,3.0,9,False
CUST_0067,Taylor Kidd,67.0,Male,kmartin@example.org,New York,2023-09-18,2024-08-30 01:12:41,Basic,141.65,1054.72,2.6,8,False
CUST_0068,Eric Sparks,57.0,Male,loweryheather@example.net,Paris,2022-12-08,2024-02-22 01:24:30,Premium,197.6,2507.52,3.7,4,True
CUST_0069,Julie Nichols,21.0,Male,saramitchell@example.net,London,2024-09-01,2024-03-28 13:15:56,Basic,52.78,4757.47,2.7,5,False
CUST_0070,Melissa Alexander,19.0,Other,hmcfarland@example.com,Tokyo,2024-05-28,,Basic,135.84,1979.68,4.8,7,False
CUST_0071,David Morgan,23.0,Male,frivera@example.net,New York,2024-06-12,,Premium,125.84,2179.42,3.4,8,False
CUST_0072,Dr. Andrea Kelley DDS,59.0,Female,carrjanet@example.net,Tokyo,2023-02-11,2024-04-21 06:18:34,Basic,183.87,3602.01,4.2,5,False
CUST_0073,Eric Ali,21.0,Male,johnny77@example.org,New York,2022-03-21,,Basic,39.71,3058.58,1.4,9,False
CUST_0074,Melissa Wallace,46.0,Female,michellebeck@example.com,Paris,2024-02-11,2024-10-02 01:39:01,Premium,152.84,1564.74,2.6,10,False
CUST_0075,Devin Barnes,35.0,Female,steven01@example.com,Paris,2023-12-03,2024-08-27 09:01:12,Basic,117.97,2113.0,2.3,4,False
CUST_0076,Ryan Williams,,Female,,Sydney,2024-11-19,2024-03-31 04:43:41,Premium,62.19,1166.73,3.3,4,False
CUST_0077,Toni Jones,61.0,Female,jonesjulie@example.net,Tokyo,2022-08-19,2024-09-05 19:46:23,Premium,100.14,4833.51,4.4,8,False
CUST_0078,Chad Stark,51.0,Male,dayjessica@example.com,New York,2024-10-06,2024-09-27 23:39:36,Premium,73.42,740.11,1.3,1,True
CUST_0079,Dawn Reynolds,27.0,Male,,Paris,2024-11-13,2024-09-16 00:24:30,Basic,120.07,1922.0,1.3,8,False
CUST_0080,Lisa Murray,53.0,Other,lisa62@example.com,London,2023-08-22,2024-11-29 06:03:54,Basic,178.91,226.61,4.4,5,False
CUST_0081,Melissa Elliott,31.0,Female,,Paris,2022-06-05,,Basic,118.17,1186.72,1.9,1,False
CUST_0082,Rachel Anderson,48.0,Other,rarmstrong@example.org,London,2023-05-16,2024-04-11 18:22:18,Basic,130.03,3924.31,3.7,4,False
CUST_0083,Vanessa Ball,,Male,crystalmartin@example.com,New York,2023-05-24,2024-05-31 14:54:56,Basic,108.56,1085.76,3.2,2,True
CUST_0084,Morgan Massey,32.0,Female,riveraolivia@example.com,Paris,2022-03-20,2025-01-03 10:36:35,Basic,19.72,492.31,4.3,4,False
CUST_0085,Stacy Morales,25.0,Other,andreaanderson@example.org,Paris,2023-03-06,2025-01-17 17:12:27,Basic,54.24,2424.82,1.5,8,False
CUST_0086,Maria Church,31.0,Male,steelephillip@example.net,New York,2022-06-28,,Basic,103.48,148.85,1.5,5,True
CUST_0087,Jonathan Alexander,40.0,Male,dmiller@example.org,Paris,2024-08-27,2025-01-14 22:46:06,Basic,68.94,515.35,3.2,1,False
CUST_0088,Megan Parker,,Female,garciasarah@example.net,London,2024-07-27,2024-05-16 05:17:45,Basic,44.54,4057.37,4.8,7,False
CUST_0089,Robert Bishop,,Female,rtucker@example.net,Paris,2023-02-16,2024-05-31 16:24:18,Premium,105.79,3880.22,2.7,1,False
CUST_0090,Justin Jackson,33.0,Female,,Tokyo,2024-06-13,2024-11-15 06:53:05,Basic,71.33,4584.18,2.3,9,False
CUST_0091,Christopher White,62.0,Male,hcruz@example.org,Sydney,2023-03-05,2024-03-14 14:40:44,Basic,59.04,4287.13,3.4,3,False
CUST_0092,Vanessa Moody,35.0,Female,vrichardson@example.org,London,2023-06-09,,Enterprise,98.16,3447.56,4.7,3,True
CUST_0093,Karen Washington,,Male,flee@example.com,Tokyo,2022-11-15,2024-09-03 18:17:27,Basic,35.32,356.43,4.3,6,False
CUST_0094,Brenda Maldonado,41.0,Male,kenneth66@example.org,New York,2022-10-11,,Basic,186.27,,5.0,10,False
CUST_0095,Debra May,43.0,Male,rasmussenlaura@example.com,London,2023-10-06,2024-05-13 16:12:44,Basic,174.86,4243.0,1.1,6,True
CUST_0096,Aaron Martinez,42.0,Female,jennifer44@example.net,Sydney,2023-12-15,2024-08-20 18:18:11,Premium,144.45,4015.5,1.5,6,False
CUST_0097,Amy Williams MD,,Female,munozalexandria@example.org,Sydney,2023-03-01,2024-12-10 10:02:21,Basic,30.18,2591.55,3.4,1,False
CUST_0098,Wayne Johnson,58.0,Female,brendalynch@example.org,New York,2024-01-29,2024-08-15 03:27:34,Basic,157.42,1241.22,4.3,5,False
CUST_0099,Colleen Cantrell,46.0,Male,pmiller@example.org,New York,2023-04-20,,Basic,163.51,4242.12,2.1,6,False
CUST_0100,Jeff Williams,,Female,andreagarcia@example.org,London,2023-09-03,2024-09-22 07:17:15,Premium,155.88,3663.1,2.0,8,False
CUST_0101,Joseph Kelley,62.0,Male,ballen@example.com,Paris,2022-05-26,,Basic,31.65,4905.73,4.1,1,False
CUST_0102,Maria Gomez,18.0,Female,crossdavid@example.org,New York,2023-05-18,2024-03-16 14:37:10,Basic,132.34,862.89,1.2,5,False
CUST_0103,Mark Garcia,42.0,Male,thomasvincent@example.net,Paris,2023-06-30,2024-07-04 23:09:13,Premium,168.52,1205.76,2.5,3,True
CUST_0104,Peter Salinas,24.0,Male,kayla70@example.net,Tokyo,2023-04-26,2024-05-11 11:16:26,Basic,119.7,1137.81,3.0,2,False
CUST_0105,Sarah Garcia,26.0,Female,andrewsjulie@example.net,Sydney,2022-08-23,2024-04-26 02:10:23,Premium,132.82,3983.44,3.2,8,False
CUST_0106,Adam Nolan,41.0,Male,hillpatrick@example.net,Paris,2022-06-26,,Basic,97.09,1015.85,3.9,7,False
CUST_0107,Scott Dean,18.0,Female,amy58@example.com,Sydney,2022-01-31,,Premium,110.45,426.63,2.4,10,False
CUST_0108,Michael Collins,61.0,Female,,Paris,2024-08-16,,Basic,16.53,4992.95,3.5,7,False
CUST_0109,Daisy Wu,25.0,Male,ericrios@example.org,Tokyo,2022-11-22,2024-03-13 06:43:16,Premium,131.4,221.6,3.3,5,False
CUST_0110,Christina Murray,,Female,tanderson@example.org,New York,2024-04-26,2024-08-10 18:30:28,Enterprise,25.47,4192.7,3.2,9,True
CUST_0111,James Donovan,28.0,Male,,Tokyo,2023-12-10,2024-06-05 08:56:27,Basic,92.65,1890.3,3.6,5,False
CUST_0112,Zachary Edwards,68.0,Female,uroberts@example.net,New York,2024-06-06,2024-09-28 12:24:04,Basic,65.6,4223.92,2.0,2,True
CUST_0113,Elizabeth Knox,34.0,Other,qcollins@example.com,New York,2023-08-10,2024-06-18 06:07:08,Basic,113.63,2817.64,1.3,3,False
CUST_0114,Charles Porter,25.0,Female,ngriffin@example.com,Sydney,2022-03-23,2024-10-25 09:50:12,Basic,35.35,4517.99,1.5,4,False
CUST_0115,Christina Smith,52.0,Male,belltimothy@example.org,Tokyo,2022-12-16,2024-04-30 09:30:00,Basic,141.41,4638.35,1.9,5,False
CUST_0116,Kenneth Lopez,,Other,clarkemichael@example.net,Paris,2022-12-04,2024-08-03 21:29:04,Basic,161.05,144.58,3.0,3,True
CUST_0117,Brandon Moore,50.0,Female,,Tokyo,2022-02-28,2024-09-19 20:45:37,Basic,41.04,469.52,4.4,7,False
CUST_0118,Danielle Castillo,22.0,Male,brandonmoreno@example.com,Sydney,2023-07-18,,Basic,29.82,1326.76,3.8,5,True
CUST_0119,Eileen Williams,,Male,jamie53@example.net,New York,2024-04-12,2024-04-13 17:09:05,Basic,37.65,3379.65,4.2,5,True
CUST_0120,Joseph Clay,56.0,Female,padilladaniel@example.net,Sydney,2024-03-04,2024-02-22 12:06:24,Premium,176.65,4452.53,2.4,6,False
CUST_0121,Eric Cordova,58.0,Female,brooksmichael@example.com,London,2022-11-14,2024-08-27 16:26:36,Basic,110.36,2353.72,2.6,7,False
CUST_0122,Emily Cook,45.0,Female,kleinthomas@example.org,London,2024-06-23,,Basic,98.78,3074.17,2.6,10,True
CUST_0123,Gary Garcia,24.0,Female,oneillpaul@example.net,Paris,2024-03-27,2024-06-17 09:15:19,Basic,30.28,1023.65,1.8,10,True
CUST_0124,Katelyn Allen,26.0,Female,martincynthia@example.org,Sydney,2022-08-18,2024-03-28 14:22:27,Basic,133.42,4044.34,1.2,8,False
CUST_0125,Christopher Moreno,25.0,Male,wagnermichelle@example.net,Paris,2022-11-04,,Basic,174.92,4839.91,3.4,9,False
CUST_0126,Anthony Galvan,,Male,james58@example.com,Paris,2024-02-22,2024-06-13 20:51:41,Basic,167.36,1416.13,5.0,4,True
CUST_0127,Teresa Sosa,51.0,Male,,London,2024-02-20,2024-06-05 04:32:40,Basic,128.95,2524.65,1.7,5,False
CUST_0128,Michelle Wyatt,,Female,johnsims@example.com,Paris,2023-09-29,,Premium,24.3,521.97,1.2,5,False
CUST_0129,Andrea Cobb,65.0,Male,amber34@example.org,London,2024-08-27,,Basic,31.36,2839.77,4.1,8,False
CUST_0130,Jennifer Strickland,40.0,Female,lindseyrobertson@example.org,New York,2024-12-26,2024-05-01 08:32:14,Premium,19.37,2563.64,2.0,9,False
CUST_0131,Tracy Warren,41.0,Female,mcdonaldabigail@example.org,Sydney,2022-11-03,2024-08-25 12:27:05,Premium,58.92,807.74,4.3,7,True
CUST_0132,John Lee,,Female,hclayton@example.org,Paris,2024-09-09,2024-05-02 17:19:48,Premium,35.78,2266.12,3.8,5,False
CUST_0133,Brandon Rogers,52.0,Male,parrishlarry@example.com,London,2022-08-09,2024-02-04 10:10:01,Enterprise,59.41,1737.11,4.8,3,False
CUST_0134,James White,61.0,Female,claytonpaula@example.com,Tokyo,2023-06-25,,Basic,83.16,2656.97,2.6,1,False
CUST_0135,Sharon Moore,57.0,Male,ihobbs@example.net,Paris,2022-07-30,2024-04-02 05:53:50,Basic,189.17,2969.71,3.6,9,False
CUST_0136,Michael Rodriguez,39.0,Female,dennisrhonda@example.org,New York,2023-05-05,2024-05-02 23:03:59,Premium,125.97,141.63,2.9,5,False
CUST_0137,Ruth Smith,44.0,Male,gstephens@example.org,New York,2023-06-05,,Basic,168.65,3828.93,3.5,9,True
CUST_0138,Mary Thomas,52.0,Male,joseph43@example.net,Tokyo,2024-03-25,2024-02-20 23:12:29,Basic,144.97,3593.77,2.8,10,True
CUST_0139,Christopher Graham,18.0,Female,charleswise@example.com,London,2024-06-29,2024-05-19 06:37:57,Premium,31.38,1894.8,1.8,4,True
CUST_0140,Ronald Kirby,,Male,cannontodd@example.net,Paris,2023-11-28,2024-03-14 17:05:12,Premium,149.82,359.39,3.0,5,False
CUST_0141,Joseph Fields,54.0,Male,peter10@example.com,London,2024-04-16,,Enterprise,62.27,3799.17,3.1,4,False
CUST_0142,Rebecca Chapman,64.0,Female,anthonyhull@example.org,New York,2023-04-08,2024-08-20 07:02:02,Enterprise,131.43,4780.36,4.2,2,False
CUST_0143,Angela Montgomery,31.0,Female,qreynolds@example.net,London,2024-02-02,2024-07-07 22:04:04,Premium,74.78,1276.74,3.9,1,True
CUST_0144,Timothy Sampson,20.0,Female,spatel@example.org,New York,2023-12-24,2024-05-21 15:25:33,Basic,199.56,1685.27,3.7,8,False
CUST_0145,Mary Harris,18.0,Female,,London,2023-05-13,,Premium,60.07,1000.68,1.5,4,False
CUST_0146,Dawn Krause,22.0,Female,vnichols@example.org,Tokyo,2024-04-10,2024-08-18 12:19:39,Basic,63.03,2926.99,3.9,5,False
CUST_0147,Mr. Aaron Brooks DDS,43.0,Male,virginia99@example.com,Sydney,2024-05-18,2024-02-22 21:33:12,Basic,186.83,858.72,3.0,6,False
CUST_0148,Jerry Thomas,31.0,Male,amygoodwin@example.net,Tokyo,2023-05-15,2024-07-31 21:31:54,Premium,14.68,1845.35,4.6,8,True
CUST_0149,Jennifer Rocha,56.0,Male,thill@example.com,Tokyo,2024-07-07,2024-02-08 07:19:26,Basic,142.37,3515.36,4.7,8,False
CUST_0150,Robert Cruz,44.0,Other,williamsricky@example.net,Sydney,2024-09-18,2024-08-18 12:55:08,Basic,147.81,2844.57,1.2,7,False
CUST_0151,Michelle Gregory,,Female,ebryant@example.org,Sydney,2023-06-07,2024-10-15 22:47:45,Basic,168.91,1993.67,4.3,4,True
CUST_0152,Tamara Holloway,32.0,Male,joshuamorse@example.net,Paris,2024-02-15,2024-04-22 17:37:28,Premium,195.14,2159.22,1.2,6,False
CUST_0153,Miguel Wright,32.0,Female,,Paris,2024-11-07,2024-01-29 11:26:41,Basic,195.36,2854.34,2.5,4,True
CUST_0154,Nicholas Edwards,43.0,Other,melissapugh@example.org,Tokyo,2022-10-10,2024-02-19 22:50:45,Premium,22.4,128.74,3.2,7,False
CUST_0155,Jennifer Sanchez,59.0,Male,rsmith@example.com,Tokyo,2024-03-29,2024-10-31 11:41:24,Basic,166.15,484.7,1.6,1,False
CUST_0156,Zachary Torres,30.0,Female,seantran@example.net,New York,2024-01-30,2024-10-21 16:38:59,Premium,132.8,4418.16,4.0,5,True
CUST_0157,Michael Thomas,68.0,Female,jerry77@example.net,New York,2023-07-10,2024-07-31 18:08:40,Premium,133.0,481.61,1.0,10,False
CUST_0158,David Mcconnell,,Female,joelhopkins@example.net,Paris,2024-08-27,2024-10-15 23:41:20,Basic,34.39,3563.34,1.7,10,False
CUST_0159,Monica Mejia,56.0,Male,,Paris,2024-01-21,,Basic,133.54,4608.19,3.3,4,True
CUST_0160,Robin Allen,66.0,Female,,New York,2022-06-18,2024-03-18 03:38:08,Basic,196.67,1426.35,3.9,7,False
CUST_0161,Stacey Bowman,69.0,Other,smithstephen@example.net,New York,2022-04-30,2024-09-17 16:24:16,Enterprise,183.25,1915.41,4.7,9,True
CUST_0162,Albert Reed,49.0,Female,,London,2024-09-26,2024-03-20 20:06:26,Premium,93.43,2887.71,3.8,5,False
CUST_0163,Dawn Ingram,,Female,,London,2022-02-17,2024-07-28 12:09:14,Enterprise,17.59,4420.37,3.7,4,True
CUST_0164,Justin George,47.0,Other,,New York,2023-09-17,2024-02-14 10:33:05,Basic,78.84,,2.6,9,True
CUST_0165,Susan Phelps,54.0,Female,eclark@example.net,London,2023-02-13,2024-10-24 22:59:53,Premium,167.01,3723.86,1.0,5,True
CUST_0166,Robert Gutierrez,40.0,Male,gking@example.net,Sydney,2023-09-13,2024-06-21 11:52:58,Premium,143.28,524.44,1.5,9,True
CUST_0167,Michael Mason,56.0,Female,eugene07@example.org,Paris,2024-11-06,2024-01-31 10:49:10,Premium,97.28,3378.86,3.1,8,False
CUST_0168,Jacob Martinez,62.0,Female,rileysandra@example.org,Paris,2024-04-14,2024-09-20 01:44:47,Enterprise,20.47,2110.49,3.7,4,True
CUST_0169,John Ramos,32.0,Male,laura43@example.net,New York,2023-07-16,2025-01-08 04:24:30,Basic,91.11,2406.43,2.7,7,False
CUST_0170,Mark Woods,60.0,Female,kparker@example.net,Tokyo,2022-09-18,2024-09-04 23:01:08,Basic,99.11,340.83,3.9,5,True
CUST_0171,Teresa Bailey,,Other,acooper@example.net,New York,2023-03-05,,Premium,186.43,1036.2,3.1,10,True
CUST_0172,Shelby Deleon,53.0,Other,richard12@example.org,London,2023-05-22,,Premium,131.81,3973.52,1.3,4,False
CUST_0173,Adam Fox,30.0,Female,ashleysmith@example.net,Tokyo,2023-03-06,2024-09-04 23:29:47,Basic,69.21,2324.4,1.8,5,False
CUST_0174,Tommy Price,49.0,Male,,London,2023-03-08,,Basic,109.81,1578.14,4.4,5,False
CUST_0175,Sandra Fuller,24.0,Other,moorejeffrey@example.org,Sydney,2024-05-14,2024-09-25 01:39:38,Basic,22.55,1981.69,3.9,9,False
CUST_0176,Jason Johnson,68.0,Female,michael56@example.org,London,2023-06-02,2024-02-12 20:06:33,Basic,194.79,4286.56,4.6,9,True
CUST_0177,Laura Phillips,39.0,Male,russell01@example.org,Sydney,2022-09-03,2024-04-17 03:22:59,Basic,78.41,3770.1,1.5,6,False
CUST_0178,Jennifer Logan,45.0,Other,,Sydney,2024-11-23,2024-10-24 12:04:22,Premium,100.79,1434.35,5.0,4,True
CUST_0179,Elaine Brown,19.0,Female,,London,2024-10-13,2024-08-29 16:10:53,Premium,77.5,675.76,1.8,2,True
CUST_0180,William Burnett,59.0,Female,fordrachel@example.org,London,2025-01-04,2025-01-27 00:13:29,Basic,139.68,1334.79,1.0,3,False
CUST_0181,Sheryl Nelson,62.0,Female,scott82@example.net,Sydney,2024-01-26,2025-01-06 05:28:10,Basic,135.82,4611.71,5.0,2,False
CUST_0182,Christian Adkins,23.0,Male,tcaldwell@example.net,Tokyo,2022-11-13,2024-10-02 14:38:34,Basic,145.91,,2.1,5,False
CUST_0183,Wendy Walters,45.0,Male,apriljordan@example.org,Sydney,2024-11-23,,Basic,60.95,2714.05,3.7,6,True
CUST_0184,David Francis,45.0,Male,andrea84@example.net,Paris,2024-10-11,2025-01-01 00:45:19,Premium,69.98,3022.33,1.7,5,False
CUST_0185,April Fuller,61.0,Female,vrogers@example.com,Sydney,2023-01-12,,Enterprise,33.8,1893.54,3.3,2,False
CUST_0186,Sarah Kennedy,61.0,Male,fpadilla@example.net,Tokyo,2024-11-24,2024-10-26 01:23:19,Basic,134.55,4054.82,4.6,5,False
CUST_0187,Vincent Maxwell,,Male,edwardwarren@example.net,Paris,2023-06-15,2024-05-28 19:32:51,Premium,17.56,,2.3,9,True
CUST_0188,Mrs. Jill Nichols DVM,47.0,Male,rachelchavez@example.net,New York,2024-11-06,,Premium,123.56,,3.7,4,True
CUST_0189,Wesley Edwards,28.0,Female,hughesdaniel@example.org,New York,2022-06-24,2024-12-13 07:54:24,Premium,175.24,732.42,1.8,10,False
